"NMDS1","NMDS2","Lake","Year","FishStatus"
-0.0876729931073238,-0.640431596132939,"Snowflake",2007,"Absent"
-0.21111473662183,-0.691601588642652,"Snowflake",2008,"Absent"
-0.237322288324624,-0.355112891350544,"Snowflake",2009,"Absent"
-0.824766968883849,0.252171192905843,"Snowflake",2013,"Absent"
-1.37921209314093,-0.331876369974046,"Snowflake",2022,"Absent"
-1.37921209270719,-0.331876370839909,"Opabin",2006,"Absent"
-0.596385688878362,-0.583093700925321,"Opabin",2007,"Absent"
-0.716792612123762,-0.437991727516398,"Opabin",2008,"Absent"
-0.312834612532177,0.0087579121117676,"Opabin",2009,"Absent"
-1.07271934877788,-0.097169126838624,"Opabin",2010,"Absent"
-1.3792120931274,-0.331876370000339,"Opabin",2011,"Absent"
-1.02122238701799,-0.209689489679813,"Opabin",2012,"Absent"
-1.19549317463126,-0.213838831180492,"Opabin",2013,"Absent"
0.192293374294777,-0.917628969548743,"Opabin",2018,"Absent"
-1.3792120931402,-0.331876369975599,"Oesa",2006,"Absent"
-1.06857926156073,-0.0912554009119545,"Oesa",2007,"Absent"
-0.947809701234701,-0.551185242714127,"Oesa",2008,"Absent"
-1.21757019260735,-0.241501383155346,"Oesa",2009,"Absent"
-1.12532775292432,-0.140360183113912,"Oesa",2010,"Absent"
-1.37921209295371,-0.331876370346879,"Oesa",2011,"Absent"
-1.06868451609743,-0.0919546877284869,"Oesa",2012,"Absent"
-1.04524366425444,-0.0614114364518026,"Oesa",2013,"Absent"
-1.37921209306575,-0.331876370124786,"Oesa",2018,"Absent"
-0.691702463900698,-0.148283667711254,"Eiffel",1975,"Absent"
-1.06881694007787,-0.0905728453668273,"Eiffel",2007,"Absent"
-0.96678445212082,0.0435107399522968,"Eiffel",2008,"Absent"
-0.971792728806826,0.0361463715393616,"Eiffel",2009,"Absent"
-0.913182633936637,0.115852883906018,"Eiffel",2010,"Absent"
-0.817814796615665,0.26578140883785,"Eiffel",2011,"Absent"
-0.945403073755385,0.0740792452239751,"Eiffel",2012,"Absent"
-0.914656914101726,0.114761478768601,"Eiffel",2013,"Absent"
-0.587917459511018,1.16474398326584,"Eiffel",2018,"Absent"
-0.6929742883966,0.461021181170846,"Hungabee",2007,"Absent"
-0.723832364755714,0.407814584688472,"Hungabee",2008,"Absent"
-0.643488659874246,0.115313264799517,"Hungabee",2009,"Absent"
-0.683928797680668,0.476534032575989,"Hungabee",2010,"Absent"
-0.864681465723055,0.188706779733753,"Hungabee",2011,"Absent"
-1.0226353472292,-0.0385602354373523,"Hungabee",2012,"Absent"
-0.832095535735805,0.243079723466705,"Hungabee",2013,"Absent"
0.238711503027599,-1.0126111038169,"Hungabee",2017,"Absent"
-0.842692875671681,0.225096113106962,"Sentinel",1975,"Absent"
-0.315422894400726,-0.198797235850809,"Sentinel",2007,"Absent"
-0.519565913350418,0.372814895230491,"Sentinel",2009,"Absent"
-0.978878179302422,0.0248947878809419,"Sentinel",2010,"Absent"
-0.962220157104626,0.0485384633873412,"Sentinel",2011,"Absent"
-1.06877398734973,-0.0903379828384677,"Sentinel",2012,"Absent"
-0.825425446724128,0.249344543627908,"Sentinel",2013,"Absent"
0.102263164840948,-0.0580970519731736,"Sentinel",2018,"Absent"
