"","Big66","Big68","Big71","Big72","Big77","Big91","Big92","Big94","Big95","Big96","Big97","Big98","Big99","Big00","Big01","Big02","Big03","Big04","Big05","Big06","Big09","Big13","Har66","Har67","Har72","Har77","Har96","Har97","Har98","Har99","Har01","Har02","Har03","Har04","Har05","Har06","Har09","Har15","Pip66","Pip67","Pip68","Pip69","Pip71","Pip72","Pip77","Pip91","Pip92","Pip93","Pip94","Pip95","Pip96","Pip97","Pip98","Pip99","Pip00","Pip01","Pip02","Pip03","Pip04","Pip05","Pip06","Pip07","Pip08","Pip09","Pip13","Sno66","Sno67","Sno68","Sno69","Sno70","Sno71","Sno72","Sno73","Sno74","Sno75","Sno77","Sno78","Sno79","Sno91","Sno92","Sno93","Sno94","Sno95","Sno96","Sno97","Sno98","Sno99","Sno00","Sno01","Sno02","Sno03","Sno04","Sno05","Sno06","Sno07","Sno08","Sno09","Sno13","Opa06","Opa07","Opa08","Opa09","Opa10","Opa11","Opa12","Opa13","Oes06","Oes07","Oes08","Oes09","Oes10","Oes11","Oes12","Oes13","Eif75","Eif07","Eif08","Eif09","Eif10","Eif11","Eif12","Eif13","Hun07","Hun08","Hun09","Hun10","Hun11","Hun12","Hun13","Sen75","Sen07","Sen09","Sen10","Sen11","Sen12","Sen13"
"Har05",1,0.997038976507249,0.998873606203399,1,0.991890030370217,0.99787240979291,0.99910690745051,0.805277602003312,0.925251111747214,0.590632036644351,0.838743159582036,0.381088660777071,0.902757252111126,0.95057881222254,0.808740241573587,0.876513028802134,0.844688081865771,0.859165506434289,0.99736665020838,0.99849466210027,1,1,0.932296023319593,0.938786848853499,0.850890857527818,0.867671658548045,0.698015988867364,0.448728642585085,0.0792416433278187,0.155424333057291,0.105212399543502,0.567773225125658,0.335295886701227,0.499295276521785,0,0.20998592199238,0.115962536350308,0.566350980462992,1,1,1,1,1,1,0.999958204315326,0.998739160717564,0.998068522535395,0.99985537310209,0.984474661910011,0.9996764191666,0.989381340010549,0.996476504739829,0.997673330377614,0.99252445945371,0.99695237759098,0.997968673156851,0.945645540371053,0.999063448438891,0.994847780206669,0.99965427495923,0.999816261725327,1,1,0.999631385123824,1,0.999942344957793,0.9989558681001,0.992213241599507,0.989374168223766,0.945058931406758,0.725175340757209,0.939153516781909,0.947107588904756,0.914303185432587,0.940395664132923,0.856573997733414,0.839092289597148,0.960758872534725,0.407146446367528,0.428855112654306,0.787418071222095,0.662267221014191,0.658267829549357,0.93944403646988,0.99330520843991,0.963462758047561,0.990995526377954,0.997623978242168,0.984627065566765,0.944218358288388,0.992445804496901,0.996363681769761,0.978661069908489,0.99748907475275,0.99369087424647,1,0.99927824044239,1,1,0.999798723885506,0.999960790445166,0.998913627505594,1,1,0.999927803436009,1,1,1,0.999968392317724,1,1,1,1,1,0.999961406805693,1,1,1,1,1,1,1,0.999974475889108,1,0.999974433819706,1,1,1,1,1,0.999687339211927,1,1,1,1,1
"Har06",1,0.996510886279952,0.998672463503185,1,0.990518225141023,0.997492817158614,0.998972140726448,0.774510071821593,0.912483380109287,0.534511651410368,0.814826083412581,0.413978666817465,0.894923082861374,0.954503828700828,0.814654754191108,0.856859575738413,0.827610380334456,0.836332571837778,0.996907241486214,0.998276520678182,1,1,0.975841697295165,0.9798948669831,0.904296669007642,0.883575561809105,0.737786647283602,0.585397543939853,0.171775959549066,0.338753877229862,0.266435436517828,0.675468824491357,0.475434612593394,0.606238344676251,0.20998592199238,0,0.103640342243543,0.508479293907172,1,1,1,1,1,1,1,0.998551429587111,0.997737669443347,0.999830064944648,0.981960503735213,0.999621345131144,0.987596838478884,0.995861039468835,0.997269509493684,0.991235219867813,0.996450626545999,0.997615869206159,0.936674464723498,0.998902281279504,0.993974425827552,0.99964223859212,0.999832324514709,1,1,0.999565960141989,1,0.999932381126027,0.998780153209843,0.990920166150905,0.9876848625556,0.936582613074184,0.693760997362683,0.995577130366018,0.996181890832176,0.993632253166195,0.995111650538492,0.988278836191265,0.8312680235618,0.985510531178819,0.468809663910309,0.494923113241616,0.897107473538969,0.774402922682251,0.704262637229605,0.929323458441459,0.992151421185768,0.957319930119748,0.989537682313206,0.997231108828211,0.98223889931169,0.936976787541666,0.991270222410545,0.99578710855501,0.97552515468668,0.997144580459412,0.992698379041735,1,0.999166846637338,1,1,0.999810963673352,1,0.998779774653157,1,1,0.99991571751249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999681139675725,1,1,1,1,1
"Har09",1,0.996471876407094,0.998657602102064,1,0.990414149697137,0.997464775043858,0.998960634408004,0.772279359378201,0.91154670824613,0.530521522325047,0.810777463408165,0.393869979079309,0.88530048333883,0.941617078938101,0.791790472161764,0.855431666620137,0.81779254424538,0.834667433777348,0.996873425352325,0.998258324554338,1,1,0.970135565891467,0.974551772430799,0.894139635715748,0.899043799713728,0.740314311375865,0.534495078097239,0.0995113871530474,0.260949994053914,0.191000553172238,0.637107092451655,0.41427062067231,0.562233456266112,0.115962536350308,0.103640342243543,0,0.504377423543296,1,1,1,1,1,1,1,0.998535448831022,0.997713386417724,0.999828201158176,0.981777557878918,0.999617307012435,0.987466253694278,0.995815727357145,0.997239809415508,0.991140494791171,0.996414025049213,0.997589918460862,0.936019799304125,0.998890443816787,0.993910430661946,0.999638324765039,0.999830510227601,1,1,0.999561130998316,1,0.999931648808126,0.998767292117957,0.990825715745827,0.987558961817436,0.935967051600147,0.688317713932595,0.988284936236173,0.989891373575176,0.983108837913341,0.98804952329256,0.969667694606981,0.811130818070837,0.961329433075854,0.448887702493653,0.474614146836977,0.874553556152172,0.752687903321796,0.681960284957562,0.928583492942709,0.992066657595624,0.956867235439797,0.989431604078314,0.997202431212113,0.982066178330535,0.936465440228875,0.991181911573053,0.995745284360437,0.975297134568113,0.997117020769636,0.992626467383088,1,0.99915879779604,1,1,0.999809044256239,1,0.998767137949336,1,1,0.99991483362715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999677688273097,1,1,1,1,1
"Har15",1,1,1,1,1,0.992755257556752,0.997292591759785,0.457331533955917,0.762010176697337,0.0549300406739586,0.572318417289641,0.291440357074,0.7605226555256,0.915992025882978,0.600695695100816,0.668210139045041,0.604952325878284,0.621036414207002,0.991268898368253,0.995418827376546,1,1,0.991092440821848,0.99173481478096,0.982370197835364,0.984717513159266,0.905550718114995,0.798909029533098,0.57444003685053,0.66273724594492,0.633228812713688,0.854696770429498,0.750156364687419,0.829822166613258,0.566350980462992,0.508479293907172,0.504377423543296,0,1,1,1,1,1,1,1,0.995843312205384,0.993817583611977,0.999517581154582,0.954964684326154,0.998976546935561,0.96718136008101,0.988288864610871,0.992363127191465,0.975762109642235,0.990912485364356,0.993323577854404,0.845818793516946,0.99707892135952,0.983825582903703,0.998989044677632,0.999535356474168,1,1,0.99873459354993,1,0.99981232272664,0.996764862323596,0.976434748880632,0.968883458886349,0.854354012945312,0.448249728570502,1,1,1,0.999251632367544,0.998947063568247,0.926171666957273,1,0.240617903781617,0.200817671509888,0.786792651086872,0.544787302638127,0.396584771249596,0.814781139828882,0.978322381920607,0.885683329876084,0.973889877120011,0.992862693427318,0.959823864649295,0.878694685627719,0.978418483622653,0.989801088246363,0.949925722856388,0.993347597779667,1,1,0.999700933599304,1,1,0.999527225145236,1,0.99685514407802,1,1,0.99977840090336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99911584378771,1,1,1,1,1
"Pip66",0.679389312977099,0.986197609829995,1,1,1,0.993671404703923,0.993331756722995,0.998803003243276,1,1,1,0.992306699017791,0.952614684538144,0.946467918854163,0.976894377899087,0.969374470718184,0.965984910978238,0.955943409302961,0.843305242083457,0.650880100940972,0.571428571428572,0.82403936878038,1,1,1,1,1,1,1,1,1,0.998356725409632,1,1,1,1,1,1,0,0.571428571428572,1,1,1,1,1,0.261838780672233,0.306950048064035,0.0906997828027917,0.632467905476133,0.400984029615178,0.449599453267403,0.112177310210984,0.159385426653255,0.244755069119131,0.560613729680652,0.0935820695563658,0.549489799721041,0.229890531773094,0.385269622811165,0.36976416017624,0.184574424422458,0.525746518504894,0.352016667088924,0.574468085106383,0.600025805216187,0.991082147146225,0.498825372121793,0.563416545295739,0.63196783968456,0.754901774139151,0.902915609077628,1,1,1,1,1,1,1,1,1,0.998117180269377,0.979537498863015,0.963637527607951,0.484371387699303,0.23790010121637,0.395825929637809,0.623677782824008,0.541042407082437,0.724208369856009,0.879976222352153,0.630866147695415,0.68166470163689,0.785602294978399,0.737194004302118,0.699467305142658,0.77367234891287,0.735651479120372,0.570749752947206,0.09677874590708,0.653623094739458,0.589490427743861,0.541510313736496,0.656761854140541,0.474697223422158,0.52125019014043,0.91377272079377,0.541404994970789,0.444087551529783,0.893084638346732,0.807707554328174,0.806604450396344,0.937759919431182,0.391925960102354,0.915053167607071,0.620951068228808,0.507515542738561,0.904650898892608,0.758979759379268,0.92820503346603,0.751682760241819,0.467528087206027,0.840144397651633,0.938607671669913,0.814813270345019,0.938356647841242,0.824752090094325,0.880654660166373,0.68728525893169,0.557576533793713,0.858502701312066,0.179367013047336,0.780590547527327,0.954829575595127,0.923150137328441,0.889441467661309,0.937510930457385
"Pip67",0.416666666666667,0.972584419926446,1,0.645161290322581,0.771055917857638,0.953614865277339,0.981985690167184,0.953432683052648,0.987051507915633,0.999737992528694,0.970150028015722,1,0.983374912479377,1,0.997514416805504,0.998637498727422,0.998444170471449,0.977699832446284,0.908609046631234,0.783638950004132,0.515789473684211,0.933463828273643,1,1,1,0.996130847696096,0.998940465589556,0.997611128260808,0.998316549930079,0.999783360439007,0.998962426072205,0.997771594253895,1,1,1,1,1,1,0.571428571428572,0,0.672131147540984,0.582278481012658,0.793103448275862,0.679611650485437,0.541666666666667,0.428850198488363,0.722448828942873,0.531053727028497,0.867057142585144,0.75053385322007,0.797481078625477,0.558356509605993,0.628689826873502,0.681044116348471,0.843245372627778,0.617757320323612,0.838317270132058,0.695597643762144,0.768320095957021,0.567652137776412,0.672672055499445,0.458714139004624,0.754023766074853,0.317073170731707,0.372633238617452,0.98853461812626,0.77763956108828,0.744426598071167,0.789443597582374,0.863720676287044,0.949027102171518,0.998965600044326,0.999879330889784,1,1,1,1,1,1,0.995147027008007,0.997078449011078,0.975235093081772,0.974030773365585,0.800854926986674,0.669912867690841,0.773195066827097,0.868722809725658,0.830863911580246,0.903473214648568,0.959760478125165,0.853708281901404,0.890266269038637,0.926527217090929,0.910859226887305,0.897479099979372,0.924428455431289,0.910764475468335,0.847857283311519,0.512668509525153,0.866899612047014,0.839236688805009,0.836040764342439,0.870845196979415,0.7855363246623,0.808128035960055,0.970830791537245,0.817031769930146,0.772353462716434,0.962038491473369,0.930404589718301,0.931365462243596,0.978125539081823,0.745097175429042,0.972736488999189,0.867663981588032,0.805999192790195,0.96931029132547,0.919183534371099,0.977040421644248,0.916562213876958,0.805176837020808,0.947617827250493,0.980422808511514,0.938883431760002,0.980341414803284,0.94232526827904,0.961331322220639,0.889936251352421,0.842559623259362,0.953870838347373,0.624316355188486,0.923301073923092,0.98565918939309,0.975389880461627,0.964177416522314,0.980067111499425
"Pip68",1,1,1,0.615384615384615,0.806088811324413,0.885709895541692,0.975000041368542,0.967166283186278,0.984651647728105,0.999730313246563,0.967662975713089,1,0.981258524676702,1,0.997381305238384,0.999269450026145,0.999093464631101,0.986442476442593,0.998575313024985,0.993674640102123,1,0.994191325942092,1,1,1,0.997643732327992,0.999340861853197,0.9985113551329,0.998304083366842,0.999782158347572,0.998956051410037,0.999418672087126,1,1,1,1,1,1,1,0.672131147540984,0,0.473684210526316,0.294117647058823,0.67741935483871,0.354838709677419,1,1,0.997025822507677,0.998505049810456,0.997185326803619,1,1,0.998906451273939,1,0.999405370215042,0.99328858102325,0.998928525734324,1,0.999051498570989,1,1,0.998859280228575,1,1,1,1,0.982072829572299,0.944150078746713,0.954897130768634,0.971729961104699,0.989796248403319,0.998961668253002,0.999878956605943,1,1,1,1,1,1,0.995057737547605,0.999066180955288,0.982442458780423,0.999269336487944,0.987086382082659,0.980416923391183,0.999220939319296,1,0.994475066729332,0.996696746476401,0.998624494426694,0.980731142607787,0.999387297082385,0.997778108796395,0.999508674232147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.943183209538844,0.996255501551997,1,1,1,1
"Pip69",1,1,1,0.2,0.537724946343074,0.944330621371124,0.98944620413694,0.952175995789432,0.985806545402178,0.999733739366462,0.968804085323302,1,0.98225051127679,1,0.997441459775607,0.99929194521649,0.999125003482571,0.986945142316393,0.998759737144001,0.994048822296881,1,0.995863284914562,1,1,1,0.99341641194451,0.998939662929234,0.997607044123754,0.998309579155104,0.999782687733783,0.998958859661832,0.999419217014741,1,1,1,1,1,1,1,0.582278481012658,0.473684210526316,0,0.657142857142857,0.3,0.183673469387755,1,1,0.997454735961361,0.998558711702079,0.997383017992894,1,1,0.999027021700194,1,0.999430933571091,0.99404358284802,0.998975990329066,1,0.999113384159885,1,1,0.999070063601827,1,1,1,1,0.98311067170039,0.901390782541966,0.918914413318423,0.922807892584303,0.971689481676189,0.998963398079813,0.999879121211205,1,1,1,1,1,1,0.995097339155841,0.999091234549941,0.97937102147006,0.999280600184989,0.987760793509272,0.98220957505641,0.999270643072319,1,0.994725348646745,0.996779823543864,0.998638634645202,0.981405940926388,0.999405403697458,0.997820469515021,0.999520386106728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.948679075255653,0.996328708451087,1,1,1,1
"Pip71",1,1,1,0.755102040816327,0.88016776512882,0.861382091489863,0.967610955795997,0.980202264927729,0.984440641225842,0.999729733635929,0.97546454328022,1,0.981082312156461,1,0.997371003395651,0.999265561122175,0.999087985774783,0.986354911074024,0.998539107829969,0.993607653296075,1,0.993771776710546,1,1,1,0.998585739540365,0.999604478006373,0.999106613589476,0.998303163926001,0.999782069865676,0.998955581894559,0.999418581166424,1,1,1,1,1,1,1,0.793103448275862,0.294117647058823,0.657142857142857,0,0.796610169491526,0.571428571428571,1,1,0.996939876739616,0.998495715248986,0.997149437427773,1,1,0.998883389750056,1,0.999400884681832,0.993143737499395,0.998920183847601,1,0.999040334497806,1,1,0.998814494951946,1,1,1,1,0.98188732688008,0.966206946340156,0.97275394718762,0.982965742795762,0.993868364188687,0.998862463148128,0.999878929128138,1,0.999822779874883,0.998663637578511,1,1,1,0.995051074995866,0.999061870433822,0.989437657954879,0.999267424823833,0.98696668729936,0.980082424401062,0.999211989175705,0.99715152562185,0.994431025473358,0.99668248174632,0.998622109115737,0.980613885464516,0.999384171553185,0.997770888068201,0.99950666641532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94215071349548,0.996243015611043,1,1,1,1
"Pip72",1,1,1,0.106382978723404,0.28345046162326,0.966939861519762,0.994038963740594,0.953938740869953,0.987100701268807,0.999738174368647,0.970205917618539,1,0.9834205768036,1,0.99751749458332,0.99931986880158,0.999163792938509,0.987560112720849,0.998942295369597,0.994483901780445,1,0.997010578373021,1,1,1,0.987807737397421,0.998940500460266,0.997611305515765,0.99831685170335,0.999783389592597,0.998962580579353,0.999419941997703,1,1,1,1,1,1,1,0.679611650485437,0.67741935483871,0.3,0.796610169491526,0,0.452054794520548,1,1,0.997865218710739,0.998624541928384,0.997607107377507,1,1,0.999151725029075,1,0.999461784359058,0.994820477466531,0.999033099835044,1,0.999184341697523,1,1,0.999253886977875,1,1,1,1,0.98432093133094,0.907305818914972,0.922923335297647,0.861233934112412,0.948053592987599,0.998965695569724,0.999879339989744,1,1,1,1,1,1,0.995149164512732,0.999122620378586,0.979790199012434,0.999295089120875,0.988557565672154,0.98414477614911,0.999327822597096,1,0.995025793640219,0.996884303535494,0.998657042148438,0.982235431452145,0.999427944242745,0.99787450018315,0.999535160136607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.954541930131576,0.996421978046721,1,1,1,1
"Pip77",1,1,1,0.365079365079365,0.632030839320133,0.930459726062133,0.981700744840652,0.951636160495079,0.985378693502929,0.999732417381924,0.968370023374431,1,0.98187747920533,1,0.997418397700363,0.999104204901046,0.99911300271719,0.98650635900233,0.998693991050733,0.993328567089417,1,0.995341866892253,1,1,1,0.9952935639487,0.998939418399868,0.997605798352217,0.998307446141995,0.999782482167395,0.998658564264721,0.999419005219886,1,0.999973875008966,0.999958204315326,1,1,1,1,0.541666666666667,0.354838709677419,0.183673469387755,0.571428571428571,0.452054794520548,0,0.998250780083579,1,0.997303509711842,0.998538307443171,0.997309530584642,1,1,0.99898343401915,1,0.999421257883602,0.99377107941459,0.998958040328044,1,0.999090302116246,0.997945127453511,0.997364270111767,0.998998065285536,1,1,1,1,0.982721674262808,0.899520666781388,0.916785158056276,0.941541856022069,0.97970638585539,0.998962726054711,0.999879057251274,1,0.999822999451298,0.998676022772408,1,1,1,0.995082014179031,0.999081652913079,0.979245465966026,0.999276261373035,0.987507066350805,0.981552871616521,0.99850417325891,1,0.994630759606231,0.996748017253547,0.998633170355827,0.977204360270253,0.999398490880272,0.997072252358464,0.998621043664231,1,1,1,1,1,0.998047623774915,0.998968540886619,0.996911188126787,1,1,1,1,1,1,0.998881200631798,1,1,1,1,1,0.995929995929996,1,1,1,1,1,1,1,0.999427673633871,1,0.999425273628791,1,1,1,1,1,0.938242529200961,0.996300581846049,1,1,1,1
"Pip91",0.537490453010076,0.979142538653638,1,1,0.999025186640752,0.902837179564669,0.93048974241998,0.98866881466752,0.976048256714358,0.995385515863264,0.987803804564707,0.996501283970005,0.976550603641605,0.973142105230657,0.989150860823573,0.984877642057484,0.9832921047503,0.973307402108068,0.869554283042383,0.641792242663855,0.576273819268395,0.926624325402794,1,1,1,1,0.999778602002799,0.999501213736494,0.998797240675515,0.999096356479851,0.998976726934651,0.998003523090252,0.999363453489367,0.999575277573452,0.998739160717564,0.998551429587111,0.998535448831022,0.995843312205384,0.261838780672233,0.428850198488363,1,1,1,1,0.998250780083579,0,0.478485774390744,0.198665369417767,0.743294855452823,0.548631723437984,0.612094278216205,0.203289535482967,0.319928348906896,0.406910139579505,0.697162197895068,0.308978949938125,0.688807665279686,0.438789532694587,0.561020851083552,0.317137148607469,0.417782453599438,0.516519657109688,0.556573967180261,0.402594371903398,0.471046541111853,0.989491607969724,0.616992435007482,0.671616593908238,0.726980909512717,0.82093169115208,0.932057487115606,1,1,1,0.999986002654613,0.999898137816002,1,1,0.997292073419688,0.99705836802678,0.988566847362434,0.988064102066174,0.967725078002241,0.639149003533616,0.41512497747599,0.569004025304188,0.74383659881624,0.682438563496823,0.815898740579793,0.922210700683592,0.748797773597642,0.785745676160224,0.858391009107081,0.824804986136126,0.808152872649801,0.857565231124659,0.8315655973621,0.718993398043191,0.186364485990827,0.755001921113699,0.707429810211902,0.684011307589523,0.760007936301727,0.616774857135305,0.652961314497939,0.944332913979824,0.670380441205565,0.590566598978616,0.928500971744831,0.868848046851187,0.870399749046265,0.958872654275238,0.547562053127896,0.947942954881527,0.754008459420814,0.645564920231458,0.941455235840655,0.847892858529132,0.956109786072212,0.843068909750409,0.64413826114686,0.900656497239029,0.962496505505289,0.884363045790107,0.962341412897096,0.890774450213164,0.926393042550875,0.794449106291217,0.709611307547974,0.912368149627794,0.410268717714274,0.862100863250764,0.972521522344792,0.952975588311971,0.931758274704643,0.961864428301679
"Pip92",0.807870718942697,0.99205514143581,1,1,1,0.943611762803083,0.975301857165943,0.985377448141897,0.973578926012863,0.99319153189856,0.98410830640464,0.991074370834626,0.952939473891875,0.947994360029089,0.974836628402251,0.967647179324729,0.964520930439089,0.955750962908969,0.874866004650505,0.712151393885255,0.755035502273063,0.919803712931733,1,1,1,1,0.999646205397532,0.999207096478259,0.998112998529924,0.998574364071325,0.998425671227758,0.997806575790116,0.998990718701107,0.999339357131049,0.998068522535395,0.997737669443347,0.997713386417724,0.993817583611977,0.306950048064035,0.722448828942873,1,1,1,1,1,0.478485774390744,0,0.381710278021594,0.411071988466262,0.117891279374321,0.189008589087069,0.333333333333333,0.368647100820459,0.173681523311163,0.328225724921948,0.32239569667577,0.313805320936063,0.230563627194302,0.112860957446465,0.566859933188549,0.327111111651905,0.706866502975976,0.182213295379116,0.728787231356605,0.755684491398849,0.993294398092548,0.580630397669494,0.595890880855701,0.5652368298566,0.766822523862505,0.822122496449683,1,1,1,1,1,1,1,0.995867021346352,0.995529195268709,0.98546242793367,0.977884560505611,0.95956938447699,0.465795027300529,0.16141846708101,0.419408459467249,0.412078565418114,0.302926775811307,0.553594584658569,0.794225148207642,0.421869654820542,0.492478978968933,0.645152344456148,0.572622344697729,0.531006410253097,0.637233021220101,0.581356930344952,0.359459132554959,0.37133601417685,0.440347589523555,0.354587600762804,0.31192570439769,0.449443962210919,0.207363153242338,0.265052079791625,0.848621811970594,0.291182567113058,0.171640570719106,0.810684056291011,0.672058817947509,0.672674093343001,0.887542000145186,0.109269092662069,0.856429432520913,0.424547068950649,0.252519867636929,0.839491416348467,0.615745385059767,0.878039891496671,0.605158695835242,0.232374011883135,0.737401013331743,0.895289458141262,0.6986466659305,0.894871570267353,0.713765049346114,0.800929251751165,0.503040593933851,0.342745999193745,0.765950124208551,0.163071921562413,0.647430827278318,0.922468619906886,0.869707965610187,0.814544957363619,0.893464275802848
"Pip93",0.643511445829615,0.98447496670702,1,0.997711433579098,0.998327562486233,0.982167657819416,0.981329389935547,0.997182626980263,0.99639027067732,0.999251582208197,0.998079279569881,0.990235259627051,0.937454692137531,0.929926042278701,0.969997870472157,0.960225489916118,0.955711151147464,0.944839557303399,0.807250171805529,0.623603398687542,0.499615372259695,0.770437426417358,1,1,1,0.999962950891801,0.999963459347601,0.999917769214741,0.999802268357675,0.999851264855198,0.999835520601086,0.998297902991675,0.999925082620119,0.99995112202493,0.99985537310209,0.999830064944648,0.999828201158176,0.999517581154582,0.0906997828027917,0.531053727028497,0.997025822507677,0.997454735961361,0.996939876739616,0.997865218710739,0.997303509711842,0.198665369417767,0.381710278021594,0,0.678033495161776,0.471526117996612,0.499866439186486,0.122641510218373,0.166324434987004,0.32559079026584,0.602981305465648,0.153791970003459,0.592483946351186,0.290563535690486,0.438466302221302,0.303723247075203,0.246672856309742,0.460743785053213,0.410047088294349,0.52436082018286,0.557606303902063,0.990616230465151,0.554510756229432,0.619773869463437,0.680960518254972,0.787014780534842,0.917352425330941,0.999970782757473,0.999976122951802,1,1,1,1,1,0.999683914956371,0.99951973522133,0.996580484137145,0.977200719648581,0.962350525614118,0.531701865812199,0.316192821078757,0.448581980002822,0.66169616276572,0.584626613882223,0.75318436176881,0.893596449929788,0.667759397570817,0.714370067737018,0.808843073130731,0.76499162078432,0.732183415134611,0.799219705276955,0.764118107898785,0.614449508592713,0.103229560776345,0.700734726029159,0.645341093902411,0.585742834626483,0.704027784222914,0.542760687262976,0.583452282043188,0.926548056746935,0.602635197715938,0.514628824756946,0.909469718236385,0.836058285235055,0.83456698059063,0.947484913586157,0.467517802589584,0.925283527149852,0.660588155412337,0.570903589211909,0.916081448274588,0.785994560118563,0.936901467406073,0.779417573424545,0.520294070511782,0.858758913716545,0.946077807978404,0.836126316655281,0.945856510885869,0.845014630024765,0.894809765862,0.728638586652214,0.602295131372279,0.875118190624903,0.255479008434747,0.805117708138419,0.960364526105024,0.932438309594225,0.904900429213116,0.945110895833222
"Pip94",0.915058247803447,0.996599460973426,1,0.998597857656897,0.998724412553819,0.973486545574751,0.988907044766686,0.913594890984911,0.865880280507226,0.950877192973412,0.903899700780355,0.964380675758388,0.864718914072831,0.856804391363837,0.913536966976714,0.896728197779061,0.889508888982386,0.880477175004535,0.925154778127796,0.815422867757237,0.883199872654644,0.960373041552653,1,1,1,0.999919259691267,0.9970191587809,0.993392944657053,0.984695268823764,0.988305770502009,0.987133214409558,0.993713420175608,0.991701067854025,0.994520223150173,0.984474661910011,0.981960503735213,0.981777557878918,0.954964684326154,0.632467905476133,0.867057142585144,0.998505049810456,0.998558711702079,0.998495715248986,0.998624541928384,0.998538307443171,0.743294855452823,0.411071988466262,0.678033495161776,0,0.349387156389628,0.284646085038499,0.636301252269152,0.649045894751552,0.482360254804779,0.127861771016806,0.627148829349014,0.406457489417275,0.555609347938355,0.341148848363237,0.769984007361397,0.618248518964603,0.853341031057681,0.501336661856021,0.877095443981552,0.890218391848692,0.996235241756264,0.732620098758481,0.690713524251931,0.640557274351209,0.752556965457792,0.615239804584618,0.99993575608762,0.999947175051797,1,1,1,1,1,0.968468332139821,0.965886590054178,0.916575284414483,0.930347780998606,0.915474923435987,0.548163323816469,0.479378608428955,0.527152834048102,0.305369778427763,0.249323447124671,0.397593283259731,0.568884770833937,0.482681407795417,0.325460525551584,0.31856511763771,0.417479077426955,0.551312521579568,0.569487714292699,0.284293223364325,0.144820547146385,0.678793068731779,0.105501924604932,0.11232881896268,0.15356055589361,0.117518394861672,0.272408753882002,0.210775760885051,0.695224037264251,0.184276078404636,0.305082470931281,0.624440271263213,0.404033000403209,0.407134994458552,0.764973949736981,0.366105274152982,0.710465768226785,0.0940520512337586,0.216916094835226,0.679835496746777,0.329998349268455,0.750539625268142,0.315614536265514,0.23134337711976,0.508486767094892,0.783356426422385,0.448846735511539,0.7825524777111,0.471785411785165,0.612530880400651,0.185141380778548,0.158794615361316,0.554238522322014,0.525505442831292,0.373561591716624,0.836625681270156,0.734954487665839,0.635919645051367,0.779848364918604
