Column1,
,
Mean,67.24789262
Standard Error,8.84994499
Median,51.25163969
Mode,#N/A
Standard Deviation,58.03297022
Sample Variance,3367.825632
Kurtosis,0.712106024
Skewness,1.252594656
Range,220.1015975
Minimum,4.744362671
Maximum,224.8459602
Sum,2891.659383
Count,43
Confidence Level(95.0%),17.85991206
